#CSV created by Body Aspect
2454,-8379,903
2432,-8379,934
2409,-8379,963
2420,-8379,893
2455,-8379,783
2375,-8379,994
2391,-8379,943
2430,-8379,784
2331,-8379,1013
2369,-8379,894
2417,-8379,743
2328,-8379,984
2376,-8379,834
2420,-8379,694
2293,-8379,1053
2329,-8379,944
2382,-8379,774
2287,-8379,1033
2332,-8379,893
2378,-8379,744
2381,-8379,694
2279,-8379,983
2325,-8379,834
2278,-8379,943
2328,-8379,783
2229,-8379,1064
2235,-8379,1044
2327,-8379,743
2241,-8379,984
2277,-8379,863
2329,-8379,693
2159,-8379,1214
2274,-8379,833
2286,-8379,794
2137,-8379,1244
2170,-8379,1134
2182,-8379,1094
2228,-8379,944
2186,-8379,1044
2239,-8379,864
2188,-8379,994
2239,-8379,824
2127,-8379,1154
2143,-8379,1104
2191,-8379,944
2113,-8379,1164
2092,-8379,1194
2139,-8379,1034
2071,-8379,1224
2091,-8379,1155
2136,-8379,1004
2141,-8379,944
2084,-8379,1094
2035,-8379,1225
2040,-8379,1205
2086,-8379,1005
2033,-8379,1145
2035,-8379,1095
1995,-8379,1194
1994,-8379,1154
1986,-8379,1094
2003,-8379,1034
1990,-8379,1034
1933,-8379,1154
1937,-8379,1094
1936,-8379,1054
1940,-8379,994
1947,-8379,964
1893,-8379,1124
1888,-8379,1095
1887,-8379,1054
1890,-8379,995
1839,-8379,1095
1837,-8379,1055
1862,-8379,955
1840,-8379,995
1837,-8379,955
1837,-8379,905
1787,-8379,955
1786,-8379,905
1773,-8379,855
1747,-8379,805
1734,-8379,805
1745,-8379,755
1732,-8379,755
1719,-8379,705
1686,-8379,675
1690,-8379,656
1702,-8379,605
1681,-8379,635
1675,-8379,605
1675,-8379,545
1645,-8379,495
1640,-8379,455
1627,-8379,456
1623,-8379,406
1576,-8379,376
1579,-8379,355
1584,-8379,335
1583,-8379,265
1570,-8379,266
1561,-8379,236
1556,-8379,196
1547,-8379,165
1545,-8379,105
1520,-8379,85
1523,-8379,65
1507,-8379,6
-1160,-8379,-418
-1185,-8379,-377
-1181,-8379,-357
-1191,-8379,-317
-1199,-8379,-278
-1206,-8379,-228
-1197,-8379,-167
-1238,-8379,-147
-1234,-8379,-127
-1248,-8379,-27
-1250,-8379,-47
-1287,-8379,-8
-1282,-8379,22
-1309,-8379,113
-1320,-8379,133
-1328,-8379,162
-1339,-8379,182
-1359,-8379,223
-1373,-8379,223
-1391,-8379,272
-1408,-8379,333
-1430,-8379,363
-1440,-8379,383
-1470,-8379,433
-1474,-8379,413
-1500,-8379,483
-1505,-8379,523
-1517,-8379,533
-1522,-8379,504
-1532,-8379,583
-1563,-8379,623
-1568,-8379,603
-1572,-8379,644
-1576,-8379,684
-1615,-8379,743
-1622,-8379,713
-1647,-8379,774
-1661,-8379,823
-1665,-8379,803
-1666,-8379,853
-1674,-8379,873
-1712,-8379,874
-1733,-8379,943
-1760,-8379,934
-1767,-8379,904
-1775,-8379,974
-1812,-8379,974
-1818,-8379,1004
-1865,-8379,964
-1862,-8379,1024
-1888,-8379,1064
-1912,-8379,975
-1908,-8379,1034
-1911,-8379,1025
-1954,-8379,914
-1962,-8379,884
-1961,-8379,934
-1978,-8379,875
-1958,-8379,1034
-1961,-8379,1024
-2017,-8379,824
-2021,-8379,854
-2047,-8379,765
-2017,-8379,914
-2012,-8379,974
-2064,-8379,794
-2073,-8379,764
-2010,-8379,1024
-2100,-8379,715
-2009,-8379,1074
-2064,-8379,884
-2076,-8379,844
-2121,-8379,685
-2131,-8379,654
-2114,-8379,755
-2065,-8379,964
-2119,-8379,784
-2165,-8379,625
-2069,-8379,994
-2114,-8379,845
-2168,-8379,705
-2183,-8379,655
-2112,-8379,935
-2118,-8379,914
-2163,-8379,765
-2167,-8379,795
-2161,-8379,855
-2222,-8379,655
-2165,-8379,885
-2220,-8379,705
-2218,-8379,755
-2216,-8379,845
-2291,-8379,70
-2303,-8379,110
-2313,-8379,140
-2332,-8379,200
